"time";"lambda_T";"B"
280;5,6;2,13490912450763
329;6,58;0,156801672706867
369;7,38;1,71711742295536
389;7,78;3,75343090137996
461;9,22;5,00179445150563
474;9,48;0,912846958625921
485;9,7;3,28602725750367
40;0,8;3,74265010706223
62;1,24;3,20051673356903
221;4,42;26,7601588996899
270;5,4;2,95087097706607
299;5,98;9,81956073292613
324;6,48;1,07971258649332
353;7,06;0,756417024709445
415;8,3;8,26673593027917
497;9,94;3,54991169158951
29;0,58;2,0316036312751
42;0,84;2,21897862193457
154;3,08;17,9601433349432
195;3,9;5,57951949055642
379;7,58;12,8475376482012
387;7,74;3,76825005049517
444;8,88;8,12813787284402
451;9,02;0,775840882556712
457;9,14;2,25229635968221
47;0,94;1,28090005054544
127;2,54;5,05390618203323
131;2,62;2,08311669759484
163;3,26;1,34445103044154
220;4,4;0,677259325914752
234;4,68;0,586504702818576
301;6,02;8,63562767997318
305;6,1;2,32219866462657
327;6,54;0,6955694025092
183;3,66;2,73693038566052
186;3,72;0,408801939095028
214;4,28;2,23641998137084
233;4,66;2,65321176525393
291;5,82;14,0827191253851
309;6,18;1,01782460789275
382;7,64;6,3350661797931
443;8,86;5,70779563876857
459;9,18;1,9717161782945
12;0,24;0,535607160038648
107;2,14;1,39154023057498
145;2,9;5,79714390997007
157;3,14;1,54680040323516
183;3,66;1,65486485751835
190;3,8;0,221905394771816
253;5,06;11,2339176127493
275;5,5;0,812441533153083
418;8,36;19,164596338038
